Mes,DOW,Ciudad,Heridos,Muertos,Cluster
4.0,4.0,Caldas,0,0,1
4.0,4.0,Caquetá,2,2,1
4.0,4.0,Casanare,3,0,1
4.0,4.0,Cauca,5,0,1
4.0,4.0,Cundinamarca,0,0,1
4.0,4.0,Córdoba,3,2,1
4.0,4.0,Envigado,92,0,1
4.0,4.0,Huila,1,0,1
4.0,4.0,Medellin,1659,15,2
4.0,4.0,Meta,2,0,1
4.0,4.0,Nariño,1,3,0
4.0,4.0,Norte de Santander,3,1,1
4.0,4.0,Ocaña,0,0,1
4.0,4.0,Palmira,6,0,1
4.0,4.0,Planta Central,10,2,1
4.0,4.0,Putumayo,3,0,1
4.0,4.0,Quindío,1,0,1
4.0,4.0,Risaralda,4,1,1
4.0,4.0,Santander,2,1,1
4.0,4.0,Sucre,1,1,1
4.0,4.0,Tolima,1,0,1
4.0,4.0,Valle del Cauca,10,1,1
4.0,5.0,Antioquia,4,0,1
4.0,5.0,Barranquilla,86,2,1
4.0,5.0,Boyacá,5,2,1
4.0,5.0,Bucaramanga,213,2,1
4.0,5.0,Caldas,2,0,1
4.0,5.0,Caquetá,2,0,1
4.0,5.0,Casanare,3,0,1
4.0,5.0,Cauca,5,1,1
4.0,5.0,Cesar,1,1,1
4.0,5.0,Chocó,1,0,1
4.0,5.0,Cundinamarca,2,0,1
4.0,5.0,Córdoba,0,0,1
4.0,5.0,Envigado,87,0,1
4.0,5.0,Huila,0,1,1
4.0,5.0,Medellin,1742,15,2
4.0,5.0,Nariño,0,0,1
4.0,5.0,Norte de Santander,1,1,1
4.0,5.0,Ocaña,1,0,1
4.0,5.0,Palmira,20,0,1
4.0,5.0,Planta Central,5,1,1
4.0,5.0,Putumayo,0,0,1
4.0,5.0,Quindío,2,1,1
4.0,5.0,Risaralda,3,0,1
4.0,5.0,Santander,0,0,1
4.0,5.0,Tolima,0,0,1
4.0,5.0,Valle del Cauca,7,0,1
4.0,6.0,Antioquia,12,0,1
4.0,6.0,Barranquilla,94,2,1
4.0,6.0,Bolívar,0,0,1
4.0,6.0,Boyacá,7,2,1
4.0,6.0,Bucaramanga,244,6,0
4.0,6.0,Caldas,0,0,1
4.0,6.0,Caquetá,4,1,1
4.0,6.0,Casanare,1,2,1
4.0,6.0,Cauca,5,2,1
4.0,6.0,Cesar,0,1,1
4.0,6.0,Cundinamarca,0,0,1
4.0,6.0,Córdoba,0,0,1
4.0,6.0,Envigado,82,1,1
4.0,6.0,Huila,3,2,1
4.0,6.0,Magdalena,0,0,1
4.0,6.0,Medellin,1556,9,2
4.0,6.0,Nariño,5,4,0
4.0,6.0,Norte de Santander,1,3,0
4.0,6.0,Ocaña,3,2,1
4.0,6.0,Palmira,2,0,1
4.0,6.0,Planta Central,5,4,0
4.0,6.0,Putumayo,1,0,1
4.0,6.0,Quindío,1,1,1
4.0,6.0,Risaralda,5,0,1
4.0,6.0,Santander,1,0,1
4.0,6.0,Sucre,0,1,1
4.0,6.0,Tolima,0,0,1
4.0,6.0,Valle del Cauca,10,0,1
4.0,7.0,Antioquia,10,2,1
4.0,7.0,Barranquilla,88,3,0
4.0,7.0,Bolívar,0,1,1
4.0,7.0,Boyacá,4,1,1
4.0,7.0,Bucaramanga,159,6,0
4.0,7.0,Caldas,0,0,1
4.0,7.0,Caquetá,4,0,1
4.0,7.0,Casanare,2,3,0
4.0,7.0,Cauca,4,1,1
4.0,7.0,Cesar,0,0,1
4.0,7.0,Chocó,2,0,1
4.0,7.0,Cundinamarca,2,0,1
4.0,7.0,Córdoba,0,0,1
4.0,7.0,Envigado,73,2,1
4.0,7.0,Guajira,0,1,1
4.0,7.0,Huila,3,0,1
4.0,7.0,Medellin,1364,16,2
4.0,7.0,Meta,1,0,1
4.0,7.0,Nariño,2,5,0
4.0,7.0,Norte de Santander,6,3,0
4.0,7.0,Ocaña,0,0,1
4.0,7.0,Palmira,5,1,1
4.0,7.0,Planta Central,7,1,1
4.0,7.0,Putumayo,0,0,1
4.0,7.0,Quindío,1,1,1
4.0,7.0,Risaralda,3,0,1
4.0,7.0,San Andres y Providencia,2,0,1
4.0,7.0,Santander,0,0,1
4.0,7.0,Sucre,1,0,1
4.0,7.0,Tolima,2,0,1
4.0,7.0,Valle del Cauca,19,0,1
5.0,1.0,Antioquia,13,0,1
5.0,1.0,Barranquilla,73,0,1
5.0,1.0,Bolívar,0,0,1
5.0,1.0,Boyacá,2,1,1
5.0,1.0,Bucaramanga,202,4,0
5.0,1.0,Caldas,1,0,1
5.0,1.0,Casanare,2,0,1
5.0,1.0,Cundinamarca,0,0,1
5.0,1.0,Córdoba,1,0,1
5.0,1.0,Envigado,77,0,1
5.0,1.0,Guajira,1,0,1
5.0,1.0,Huila,0,0,1
5.0,1.0,Magdalena,1,0,1
5.0,1.0,Medellin,1612,27,2
5.0,1.0,Nariño,0,2,1
5.0,1.0,Norte de Santander,2,0,1
5.0,1.0,Ocaña,1,0,1
5.0,1.0,Palmira,13,1,1
5.0,1.0,Planta Central,6,6,0
5.0,1.0,Putumayo,1,1,1
5.0,1.0,Quindío,1,1,1
5.0,1.0,Risaralda,1,0,1
5.0,1.0,San Andres y Providencia,2,0,1
5.0,1.0,Santander,0,0,1
5.0,1.0,Sucre,0,0,1
5.0,1.0,Tolima,0,0,1
5.0,1.0,Valle del Cauca,10,0,1
5.0,2.0,Antioquia,3,1,1
5.0,2.0,Barranquilla,90,0,1
5.0,2.0,Bolívar,2,0,1
5.0,2.0,Boyacá,0,1,1
5.0,2.0,Bucaramanga,203,11,0
5.0,2.0,Caldas,2,0,1
5.0,2.0,Caquetá,0,0,1
5.0,2.0,Casanare,0,0,1
5.0,2.0,Cauca,2,1,1
5.0,2.0,Cesar,0,0,1
5.0,2.0,Cundinamarca,1,0,1
5.0,2.0,Córdoba,1,0,1
5.0,2.0,Envigado,119,1,1
5.0,2.0,Huila,0,0,1
5.0,2.0,Magdalena,0,1,1
5.0,2.0,Medellin,1713,13,2
5.0,2.0,Meta,0,0,1
5.0,2.0,Nariño,0,0,1
5.0,2.0,Norte de Santander,1,1,1
5.0,2.0,Ocaña,1,0,1
5.0,2.0,Palmira,12,0,1
5.0,2.0,Planta Central,8,3,0
5.0,2.0,Putumayo,2,0,1
5.0,2.0,Risaralda,6,0,1
5.0,2.0,Santander,2,1,1
5.0,2.0,Sucre,2,0,1
5.0,2.0,Tolima,1,0,1
5.0,2.0,Valle del Cauca,13,1,1
5.0,3.0,Antioquia,7,0,1
5.0,3.0,Barranquilla,96,5,0
5.0,3.0,Boyacá,4,2,1
5.0,3.0,Bucaramanga,223,4,0
5.0,3.0,Caldas,1,0,1
5.0,3.0,Caquetá,2,1,1
5.0,3.0,Casanare,1,0,1
5.0,3.0,Cauca,1,1,1
5.0,3.0,Cesar,1,0,1
5.0,3.0,Chocó,1,0,1
5.0,3.0,Cundinamarca,0,1,1
5.0,3.0,Córdoba,1,0,1
5.0,3.0,Envigado,87,4,0
5.0,3.0,Guajira,2,0,1
5.0,3.0,Huila,2,0,1
5.0,3.0,Magdalena,0,0,1
5.0,3.0,Medellin,1945,19,2
5.0,3.0,Meta,1,0,1
5.0,3.0,Nariño,0,3,0
5.0,3.0,Norte de Santander,2,0,1
5.0,3.0,Ocaña,1,0,1
5.0,3.0,Palmira,1,1,1
5.0,3.0,Planta Central,2,2,1
5.0,3.0,Putumayo,1,0,1
5.0,3.0,Quindío,0,0,1
5.0,3.0,Risaralda,3,0,1
5.0,3.0,Santander,0,0,1
5.0,3.0,Sucre,0,0,1
5.0,3.0,Tolima,2,1,1
5.0,3.0,Valle del Cauca,19,0,1
5.0,4.0,Antioquia,7,0,1
5.0,4.0,Barranquilla,90,1,1
5.0,4.0,Boyacá,5,0,1
5.0,4.0,Bucaramanga,223,7,0
5.0,4.0,Caldas,4,1,1
5.0,4.0,Caquetá,2,0,1
5.0,4.0,Casanare,1,0,1
5.0,4.0,Cauca,4,0,1
5.0,4.0,Chocó,0,0,1
5.0,4.0,Cundinamarca,1,0,1
5.0,4.0,Córdoba,0,0,1
5.0,4.0,Envigado,91,2,1
5.0,4.0,Magdalena,0,1,1
5.0,4.0,Medellin,1787,11,2
5.0,4.0,Meta,1,1,1
5.0,4.0,Nariño,0,2,1
5.0,4.0,Norte de Santander,2,1,1
5.0,4.0,Ocaña,1,0,1
5.0,4.0,Palmira,11,0,1
5.0,4.0,Planta Central,8,3,0
5.0,4.0,Quindío,0,0,1
5.0,4.0,Risaralda,2,1,1
5.0,4.0,San Andres y Providencia,2,0,1
5.0,4.0,Santander,1,0,1
5.0,4.0,Tolima,2,0,1
5.0,4.0,Valle del Cauca,9,2,1
5.0,5.0,Antioquia,4,2,1
5.0,5.0,Barranquilla,80,3,0
5.0,5.0,Bolívar,0,0,1
5.0,5.0,Boyacá,4,0,1
5.0,5.0,Bucaramanga,194,11,0
5.0,5.0,Caldas,1,0,1
5.0,5.0,Caquetá,2,0,1
5.0,5.0,Casanare,4,0,1
5.0,5.0,Cauca,2,0,1
5.0,5.0,Cesar,1,0,1
5.0,5.0,Cundinamarca,0,0,1
5.0,5.0,Córdoba,1,1,1
5.0,5.0,Envigado,122,4,0
5.0,5.0,Guajira,1,0,1
5.0,5.0,Huila,2,1,1
5.0,5.0,Magdalena,1,0,1
5.0,5.0,Medellin,1790,23,2
5.0,5.0,Nariño,3,2,1
5.0,5.0,Norte de Santander,1,0,1
5.0,5.0,Ocaña,1,0,1
5.0,5.0,Palmira,21,0,1
5.0,5.0,Planta Central,9,4,0
5.0,5.0,Quindío,0,0,1
5.0,5.0,Risaralda,8,0,1
5.0,5.0,Santander,0,0,1
5.0,5.0,Tolima,1,0,1
5.0,5.0,Valle del Cauca,4,1,1
5.0,6.0,Antioquia,4,2,1
5.0,6.0,Barranquilla,91,2,1
5.0,6.0,Bolívar,0,0,1
5.0,6.0,Boyacá,6,1,1
5.0,6.0,Bucaramanga,240,5,0
5.0,6.0,Caldas,2,0,1
5.0,6.0,Caquetá,0,1,1
5.0,6.0,Casanare,1,0,1
5.0,6.0,Cauca,1,1,1
5.0,6.0,Cesar,2,0,1
5.0,6.0,Cundinamarca,2,0,1
5.0,6.0,Córdoba,0,0,1
5.0,6.0,Envigado,120,1,1
5.0,6.0,Guajira,1,1,1
5.0,6.0,Huila,2,0,1
5.0,6.0,Magdalena,1,0,1
5.0,6.0,Medellin,1724,21,2
5.0,6.0,Meta,0,0,1
5.0,6.0,Nariño,0,1,1
5.0,6.0,Norte de Santander,3,3,0
5.0,6.0,Ocaña,1,2,1
5.0,6.0,Palmira,5,0,1
5.0,6.0,Planta Central,11,4,0
5.0,6.0,Putumayo,3,0,1
5.0,6.0,Risaralda,5,1,1
5.0,6.0,Santander,3,1,1
5.0,6.0,Sucre,2,1,1
5.0,6.0,Tolima,1,2,1
5.0,6.0,Valle del Cauca,12,0,1
5.0,7.0,Antioquia,6,0,1
5.0,7.0,Barranquilla,72,7,0
5.0,7.0,Bolívar,1,0,1
5.0,7.0,Boyacá,2,1,1
5.0,7.0,Bucaramanga,178,8,0
5.0,7.0,Caldas,4,0,1
5.0,7.0,Casanare,0,0,1
5.0,7.0,Cauca,1,2,1
5.0,7.0,Chocó,0,0,1
5.0,7.0,Cundinamarca,0,0,1
5.0,7.0,Córdoba,7,1,1
5.0,7.0,Envigado,52,1,1
5.0,7.0,Huila,2,2,1
5.0,7.0,Medellin,1585,14,2
5.0,7.0,Meta,3,0,1
5.0,7.0,Nariño,2,5,0
5.0,7.0,Norte de Santander,3,1,1
5.0,7.0,Ocaña,1,0,1
5.0,7.0,Palmira,5,0,1
5.0,7.0,Planta Central,15,5,0
5.0,7.0,Putumayo,1,0,1
5.0,7.0,Quindío,1,0,1
5.0,7.0,Risaralda,4,0,1
5.0,7.0,Santander,1,0,1
5.0,7.0,Tolima,0,0,1
5.0,7.0,Valle del Cauca,12,1,1
6.0,1.0,Antioquia,4,1,1
6.0,1.0,Barranquilla,77,1,1
6.0,1.0,Boyacá,3,1,1
6.0,1.0,Bucaramanga,142,4,0
6.0,1.0,Caldas,1,0,1
6.0,1.0,Caquetá,4,1,1
6.0,1.0,Casanare,1,3,0
6.0,1.0,Cauca,2,1,1
6.0,1.0,Cesar,1,4,0
6.0,1.0,Cundinamarca,2,0,1
6.0,1.0,Córdoba,3,1,1
6.0,1.0,Envigado,85,5,0
6.0,1.0,Guajira,0,0,1
6.0,1.0,Huila,0,0,1
6.0,1.0,Magdalena,2,0,1
6.0,1.0,Medellin,1583,16,2
6.0,1.0,Nariño,4,3,0
6.0,1.0,Norte de Santander,0,1,1
6.0,1.0,Ocaña,1,0,1
6.0,1.0,Palmira,32,1,1
6.0,1.0,Planta Central,6,4,0
6.0,1.0,Putumayo,3,3,0
6.0,1.0,Quindío,4,0,1
6.0,1.0,Risaralda,14,0,1
6.0,1.0,San Andres y Providencia,2,0,1
6.0,1.0,Santander,1,0,1
6.0,1.0,Sucre,2,1,1
6.0,1.0,Tolima,0,0,1
6.0,1.0,Valle del Cauca,7,0,1
6.0,2.0,Antioquia,6,1,1
6.0,2.0,Barranquilla,92,5,0
6.0,2.0,Bolívar,2,0,1
6.0,2.0,Boyacá,6,0,1
6.0,2.0,Bucaramanga,186,4,0
6.0,2.0,Caldas,1,1,1
6.0,2.0,Caquetá,0,0,1
6.0,2.0,Casanare,2,1,1
6.0,2.0,Cauca,4,3,0
6.0,2.0,Cesar,1,1,1
6.0,2.0,Chocó,1,0,1
6.0,2.0,Cundinamarca,0,0,1
6.0,2.0,Córdoba,1,0,1
6.0,2.0,Envigado,91,2,1
6.0,2.0,Huila,0,0,1
6.0,2.0,Magdalena,1,0,1
6.0,2.0,Medellin,1734,14,2
6.0,2.0,Nariño,3,3,0
6.0,2.0,Norte de Santander,0,0,1
6.0,2.0,Palmira,21,0,1
6.0,2.0,Planta Central,5,2,1
6.0,2.0,Putumayo,1,0,1
6.0,2.0,Quindío,4,0,1
6.0,2.0,Risaralda,10,0,1
6.0,2.0,Santander,7,1,1
6.0,2.0,Sucre,0,2,1
6.0,2.0,Tolima,0,0,1
6.0,2.0,Valle del Cauca,19,0,1
6.0,3.0,Antioquia,11,0,1
6.0,3.0,Barranquilla,86,3,0
6.0,3.0,Bolívar,0,0,1
6.0,3.0,Boyacá,5,1,1
6.0,3.0,Bucaramanga,184,7,0
6.0,3.0,Caldas,4,1,1
6.0,3.0,Caquetá,3,0,1
6.0,3.0,Casanare,3,0,1
6.0,3.0,Cauca,1,0,1
6.0,3.0,Cesar,1,0,1
6.0,3.0,Chocó,0,1,1
6.0,3.0,Cundinamarca,2,0,1
6.0,3.0,Córdoba,1,0,1
6.0,3.0,Envigado,96,1,1
6.0,3.0,Huila,0,0,1
6.0,3.0,Magdalena,1,0,1
6.0,3.0,Medellin,1669,22,2
6.0,3.0,Meta,0,1,1
6.0,3.0,Nariño,1,0,1
6.0,3.0,Norte de Santander,1,0,1
6.0,3.0,Ocaña,1,0,1
6.0,3.0,Palmira,16,0,1
6.0,3.0,Planta Central,10,3,0
6.0,3.0,Quindío,3,0,1
6.0,3.0,Risaralda,1,0,1
6.0,3.0,Santander,4,0,1
6.0,3.0,Sucre,0,0,1
6.0,3.0,Tolima,1,1,1
6.0,3.0,Valle del Cauca,9,2,1
6.0,4.0,Antioquia,14,1,1
6.0,4.0,Barranquilla,75,0,1
6.0,4.0,Boyacá,7,0,1
6.0,4.0,Bucaramanga,188,4,0
6.0,4.0,Caldas,6,1,1
6.0,4.0,Caquetá,3,0,1
6.0,4.0,Casanare,1,1,1
6.0,4.0,Cauca,2,1,1
6.0,4.0,Cesar,0,0,1
6.0,4.0,Cundinamarca,0,1,1
6.0,4.0,Córdoba,1,1,1
6.0,4.0,Envigado,91,4,0
6.0,4.0,Guajira,0,0,1
6.0,4.0,Huila,1,0,1
6.0,4.0,Magdalena,5,0,1
6.0,4.0,Medellin,1622,12,2
6.0,4.0,Nariño,1,0,1
6.0,4.0,Norte de Santander,4,0,1
6.0,4.0,Ocaña,1,0,1
6.0,4.0,Palmira,15,0,1
6.0,4.0,Planta Central,9,4,0
6.0,4.0,Putumayo,0,0,1
6.0,4.0,Quindío,2,2,1
6.0,4.0,Risaralda,3,0,1
6.0,4.0,Santander,7,0,1
6.0,4.0,Tolima,0,0,1
6.0,4.0,Valle del Cauca,13,4,0
6.0,5.0,Antioquia,9,0,1
6.0,5.0,Barranquilla,83,5,0
6.0,5.0,Boyacá,10,2,1
6.0,5.0,Bucaramanga,211,8,0
6.0,5.0,Caldas,5,1,1
6.0,5.0,Caquetá,1,1,1
6.0,5.0,Casanare,5,1,1
6.0,5.0,Cauca,3,0,1
6.0,5.0,Cesar,1,1,1
6.0,5.0,Chocó,2,0,1
6.0,5.0,Cundinamarca,2,2,1
6.0,5.0,Córdoba,3,0,1
6.0,5.0,Envigado,99,0,1
6.0,5.0,Guajira,1,0,1
6.0,5.0,Huila,0,1,1
6.0,5.0,Medellin,1675,17,2
6.0,5.0,Nariño,3,3,0
6.0,5.0,Norte de Santander,0,0,1
6.0,5.0,Ocaña,0,0,1
6.0,5.0,Palmira,10,0,1
6.0,5.0,Planta Central,10,5,0
6.0,5.0,Putumayo,1,0,1
6.0,5.0,Quindío,3,0,1
6.0,5.0,Risaralda,6,0,1
6.0,5.0,Santander,7,1,1
6.0,5.0,Sucre,1,0,1
6.0,5.0,Tolima,0,0,1
6.0,5.0,Valle del Cauca,11,0,1
6.0,6.0,Antioquia,14,1,1
6.0,6.0,Barranquilla,90,3,0
6.0,6.0,Bolívar,3,1,1
6.0,6.0,Boyacá,6,0,1
6.0,6.0,Bucaramanga,227,8,0
6.0,6.0,Caldas,2,0,1
6.0,6.0,Caquetá,2,1,1
6.0,6.0,Casanare,3,2,1
6.0,6.0,Cauca,2,3,0
6.0,6.0,Cesar,0,1,1
6.0,6.0,Cundinamarca,0,2,1
6.0,6.0,Córdoba,0,1,1
6.0,6.0,Envigado,92,2,1
6.0,6.0,Guajira,0,0,1
6.0,6.0,Medellin,1748,27,2
6.0,6.0,Meta,1,0,1
6.0,6.0,Nariño,0,1,1
6.0,6.0,Norte de Santander,2,5,0
6.0,6.0,Ocaña,1,0,1
6.0,6.0,Palmira,12,0,1
6.0,6.0,Planta Central,9,4,0
6.0,6.0,Putumayo,1,1,1
6.0,6.0,Quindío,3,0,1
6.0,6.0,Risaralda,6,0,1
6.0,6.0,Santander,4,1,1
6.0,6.0,Sucre,0,1,1
6.0,6.0,Tolima,0,0,1
6.0,6.0,Valle del Cauca,20,3,0
6.0,7.0,Antioquia,8,0,1
6.0,7.0,Barranquilla,77,4,0
6.0,7.0,Bolívar,3,1,1
6.0,7.0,Boyacá,8,2,1
6.0,7.0,Bucaramanga,150,8,0
6.0,7.0,Caldas,4,0,1
6.0,7.0,Caquetá,3,0,1
6.0,7.0,Casanare,8,2,1
6.0,7.0,Cauca,2,0,1
6.0,7.0,Cesar,1,1,1
6.0,7.0,Chocó,2,1,1
6.0,7.0,Cundinamarca,1,0,1
6.0,7.0,Córdoba,1,1,1
6.0,7.0,Envigado,56,1,1
6.0,7.0,Guajira,0,0,1
6.0,7.0,Huila,2,2,1
6.0,7.0,Magdalena,1,0,1
6.0,7.0,Medellin,1604,19,2
6.0,7.0,Meta,1,0,1
6.0,7.0,Nariño,0,8,0
6.0,7.0,Norte de Santander,2,3,0
6.0,7.0,Ocaña,1,1,1
6.0,7.0,Palmira,9,0,1
6.0,7.0,Planta Central,10,5,0
6.0,7.0,Putumayo,1,0,1
6.0,7.0,Quindío,1,1,1
6.0,7.0,Risaralda,1,0,1
6.0,7.0,San Andres y Providencia,2,0,1
6.0,7.0,Santander,7,0,1
6.0,7.0,Sucre,0,0,1
6.0,7.0,Tolima,0,0,1
6.0,7.0,Valle del Cauca,8,0,1
7.0,1.0,Antioquia,18,1,1
7.0,1.0,Barranquilla,105,2,1
7.0,1.0,Bolívar,1,0,1
7.0,1.0,Boyacá,7,2,1
7.0,1.0,Bucaramanga,166,2,1
7.0,1.0,Caldas,4,0,1
7.0,1.0,Caquetá,4,1,1
7.0,1.0,Casanare,4,1,1
7.0,1.0,Cauca,7,1,1
7.0,1.0,Cesar,3,0,1
7.0,1.0,Córdoba,2,0,1
7.0,1.0,Envigado,85,1,1
7.0,1.0,Huila,1,2,1
7.0,1.0,Medellin,2110,17,2
7.0,1.0,Meta,2,0,1
7.0,1.0,Nariño,5,4,0
7.0,1.0,Norte de Santander,1,2,1
7.0,1.0,Ocaña,2,0,1
7.0,1.0,Palmira,15,0,1
7.0,1.0,Planta Central,11,6,0
7.0,1.0,Putumayo,4,0,1
7.0,1.0,Quindío,0,0,1
7.0,1.0,Risaralda,13,0,1
7.0,1.0,San Andres y Providencia,2,0,1
7.0,1.0,Santander,6,2,1
7.0,1.0,Tolima,1,0,1
7.0,1.0,Valle del Cauca,1,0,1
7.0,2.0,Antioquia,6,0,1
7.0,2.0,Atlántico,1,0,1
7.0,2.0,Barranquilla,82,1,1
7.0,2.0,Bolívar,1,1,1
7.0,2.0,Boyacá,4,0,1
7.0,2.0,Bucaramanga,221,4,0
7.0,2.0,Caldas,6,2,1
7.0,2.0,Caquetá,4,0,1
7.0,2.0,Casanare,1,3,0
7.0,2.0,Cauca,3,0,1
7.0,2.0,Cesar,1,0,1
7.0,2.0,Chocó,1,0,1
7.0,2.0,Cundinamarca,0,1,1
7.0,2.0,Córdoba,2,0,1
7.0,2.0,Envigado,101,1,1
7.0,2.0,Guajira,0,0,1
7.0,2.0,Huila,1,0,1
7.0,2.0,Medellin,2111,24,2
7.0,2.0,Meta,1,0,1
7.0,2.0,Nariño,4,1,1
7.0,2.0,Norte de Santander,0,1,1
7.0,2.0,Ocaña,0,1,1
7.0,2.0,Palmira,13,0,1
7.0,2.0,Planta Central,1,4,0
7.0,2.0,Putumayo,1,0,1
7.0,2.0,Quindío,3,0,1
7.0,2.0,Risaralda,14,0,1
7.0,2.0,Santander,7,1,1
7.0,2.0,Sucre,0,0,1
7.0,2.0,Tolima,5,0,1
7.0,2.0,Valle del Cauca,3,0,1
7.0,3.0,Antioquia,10,3,0
7.0,3.0,Barranquilla,80,2,1
7.0,3.0,Bolívar,1,0,1
7.0,3.0,Boyacá,5,0,1
7.0,3.0,Bucaramanga,195,2,1
7.0,3.0,Caldas,4,0,1
7.0,3.0,Caquetá,2,0,1
7.0,3.0,Casanare,2,1,1
7.0,3.0,Cauca,4,1,1
7.0,3.0,Cesar,1,1,1
7.0,3.0,Chocó,1,1,1
7.0,3.0,Cundinamarca,0,0,1
7.0,3.0,Córdoba,1,0,1
7.0,3.0,Envigado,81,4,0
7.0,3.0,Guajira,1,0,1
7.0,3.0,Huila,0,0,1
7.0,3.0,Medellin,2038,17,2
7.0,3.0,Meta,1,0,1
7.0,3.0,Nariño,1,2,1
7.0,3.0,Norte de Santander,1,0,1
7.0,3.0,Ocaña,1,0,1
7.0,3.0,Palmira,18,0,1
7.0,3.0,Planta Central,7,2,1
7.0,3.0,Putumayo,3,0,1
7.0,3.0,Quindío,5,0,1
7.0,3.0,Risaralda,15,0,1
7.0,3.0,Santander,1,2,1
7.0,3.0,Sucre,2,0,1
7.0,3.0,Tolima,1,0,1
7.0,3.0,Valle del Cauca,6,1,1
7.0,4.0,Antioquia,8,1,1
7.0,4.0,Barranquilla,80,0,1
7.0,4.0,Boyacá,4,0,1
7.0,4.0,Bucaramanga,196,3,0
7.0,4.0,Caldas,6,1,1
7.0,4.0,Caquetá,2,0,1
7.0,4.0,Casanare,1,0,1
7.0,4.0,Cauca,8,2,1
7.0,4.0,Cesar,2,0,1
7.0,4.0,Chocó,1,0,1
7.0,4.0,Cundinamarca,1,0,1
7.0,4.0,Córdoba,0,1,1
7.0,4.0,Envigado,113,0,1
7.0,4.0,Guajira,1,0,1
7.0,4.0,Huila,0,0,1
7.0,4.0,Medellin,2000,17,2
7.0,4.0,Meta,0,1,1
7.0,4.0,Nariño,4,6,0
7.0,4.0,Norte de Santander,1,0,1
7.0,4.0,Ocaña,2,0,1
7.0,4.0,Palmira,13,1,1
7.0,4.0,Planta Central,6,3,0
7.0,4.0,Putumayo,0,0,1
7.0,4.0,Quindío,2,0,1
7.0,4.0,Risaralda,8,2,1
7.0,4.0,Santander,5,1,1
7.0,4.0,Sucre,0,0,1
7.0,4.0,Tolima,1,0,1
7.0,4.0,Valle del Cauca,2,0,1
7.0,5.0,Antioquia,10,1,1
7.0,5.0,Barranquilla,83,3,0
7.0,5.0,Boyacá,8,0,1
7.0,5.0,Bucaramanga,204,4,0
7.0,5.0,Caldas,8,1,1
7.0,5.0,Caquetá,2,0,1
7.0,5.0,Casanare,1,0,1
7.0,5.0,Cauca,3,1,1
7.0,5.0,Cesar,2,1,1
7.0,5.0,Chocó,1,1,1
7.0,5.0,Cundinamarca,1,0,1
7.0,5.0,Córdoba,1,0,1
7.0,5.0,Envigado,83,1,1
7.0,5.0,Huila,4,0,1
7.0,5.0,Magdalena,1,0,1
7.0,5.0,Medellin,1958,14,2
7.0,5.0,Meta,0,0,1
7.0,5.0,Nariño,5,0,1
7.0,5.0,Norte de Santander,1,2,1
7.0,5.0,Ocaña,0,0,1
7.0,5.0,Palmira,9,0,1
7.0,5.0,Planta Central,7,4,0
7.0,5.0,Putumayo,2,0,1
7.0,5.0,Quindío,2,0,1
7.0,5.0,Risaralda,6,1,1
7.0,5.0,Santander,4,1,1
7.0,5.0,Tolima,1,0,1
7.0,5.0,Valle del Cauca,1,0,1
7.0,6.0,Antioquia,14,0,1
7.0,6.0,Barranquilla,77,5,0
7.0,6.0,Boyacá,9,3,0
7.0,6.0,Bucaramanga,219,11,0
7.0,6.0,Caldas,7,1,1
7.0,6.0,Caquetá,1,0,1
7.0,6.0,Casanare,7,6,0
7.0,6.0,Cauca,4,0,1
7.0,6.0,Cesar,0,1,1
7.0,6.0,Chocó,0,0,1
7.0,6.0,Cundinamarca,0,0,1
7.0,6.0,Córdoba,0,1,1
7.0,6.0,Envigado,100,0,1
7.0,6.0,Guajira,2,0,1
7.0,6.0,Huila,1,2,1
7.0,6.0,Medellin,1799,30,2
7.0,6.0,Meta,1,1,1
7.0,6.0,Nariño,2,3,0
7.0,6.0,Norte de Santander,2,0,1
7.0,6.0,Ocaña,3,2,1
7.0,6.0,Palmira,19,1,1
7.0,6.0,Planta Central,7,4,0
7.0,6.0,Putumayo,2,0,1
7.0,6.0,Quindío,3,0,1
7.0,6.0,Risaralda,6,0,1
7.0,6.0,San Andres y Providencia,1,0,1
7.0,6.0,Santander,5,1,1
7.0,6.0,Sucre,1,1,1
7.0,6.0,Tolima,2,0,1
7.0,6.0,Valle del Cauca,4,1,1
7.0,7.0,Antioquia,21,3,0
7.0,7.0,Barranquilla,88,6,0
7.0,7.0,Bolívar,1,0,1
7.0,7.0,Boyacá,2,2,1
7.0,7.0,Bucaramanga,181,9,0
7.0,7.0,Caldas,4,1,1
7.0,7.0,Caquetá,1,1,1
7.0,7.0,Casanare,6,2,1
7.0,7.0,Cauca,5,2,1
7.0,7.0,Cesar,0,1,1
7.0,7.0,Chocó,2,3,0
7.0,7.0,Cundinamarca,0,0,1
7.0,7.0,Córdoba,3,1,1
7.0,7.0,Envigado,81,1,1
7.0,7.0,Huila,4,2,1
7.0,7.0,Magdalena,0,0,1
7.0,7.0,Medellin,1603,23,2
7.0,7.0,Meta,0,1,1
7.0,7.0,Nariño,7,5,0
7.0,7.0,Norte de Santander,3,3,0
7.0,7.0,Ocaña,1,1,1
7.0,7.0,Palmira,10,0,1
7.0,7.0,Planta Central,11,6,0
7.0,7.0,Putumayo,0,1,1
7.0,7.0,Quindío,2,1,1
7.0,7.0,Risaralda,6,1,1
7.0,7.0,San Andres y Providencia,2,0,1
7.0,7.0,Santander,7,3,0
